# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-07-27 19:01:17 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04193500 Maumee River at Waterville OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 04193500
#            TS   parameter     statistic     Description
#        109477       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	109477_00060_00003	109477_00060_00003_cd	
USGS	04193500	2004-03-28	8410	A				
USGS	04193500	2004-03-29	10600	A				
USGS	04193500	2004-03-30	6960	A				
USGS	04193500	2004-03-31	6690	A				
USGS	04193500	2004-04-01	6100	A				
USGS	04193500	2004-04-02	4900	A				
USGS	04193500	2004-04-03	4710	A				
USGS	04193500	2004-04-04	3810	A				
USGS	04193500	2004-04-05	3540	A				
USGS	04193500	2004-04-06	3250	A				
USGS	04193500	2004-04-07	2180	A				
USGS	04193500	2004-04-08	2070	A				
USGS	04193500	2004-04-09	1890	A				
USGS	04193500	2004-04-10	2110	A				
USGS	04193500	2004-04-11	1790	A				
USGS	04193500	2004-04-12	1500	A				
USGS	04193500	2004-04-13	1710	A				
USGS	04193500	2004-04-14	1660	A				
USGS	04193500	2004-04-15	1540	A				
USGS	04193500	2004-04-16	1580	A				
USGS	04193500	2004-04-17	1630	A				
USGS	04193500	2004-04-18	1680	A				
USGS	04193500	2004-04-19	1690	A				
USGS	04193500	2004-04-20	1170	A				
USGS	04193500	2004-04-21	1680	A				
USGS	04193500	2004-04-22	1630	A				
USGS	04193500	2004-04-23	2610	A				
USGS	04193500	2004-04-24	2400	A				
USGS	04193500	2004-04-25	2720	A				
USGS	04193500	2004-04-26	3120	A				
USGS	04193500	2004-04-27	3590	A				
USGS	04193500	2004-04-28	2280	A				
USGS	04193500	2004-04-29	2510	A				
USGS	04193500	2004-04-30	2400	A				
USGS	04193500	2004-05-01	2690	A				
USGS	04193500	2004-05-02	3050	A				
USGS	04193500	2004-05-03	6170	A				
USGS	04193500	2004-05-04	9190	A				
USGS	04193500	2004-05-05	8480	A				
USGS	04193500	2004-05-06	5690	A				
USGS	04193500	2004-05-07	4390	A				
USGS	04193500	2004-05-08	5420	A				
USGS	04193500	2004-05-09	11700	A				
USGS	04193500	2004-05-10	7550	A				
USGS	04193500	2004-05-11	6790	A				
USGS	04193500	2004-05-12	5680	A				
USGS	04193500	2004-05-13	5150	A				
USGS	04193500	2004-05-14	6880	A				
USGS	04193500	2004-05-15	5830	A				
USGS	04193500	2004-05-16	5190	A				
USGS	04193500	2004-05-17	4430	A				
USGS	04193500	2004-05-18	3930	A				
USGS	04193500	2004-05-19	5750	A				
USGS	04193500	2004-05-20	6750	A				
USGS	04193500	2004-05-21	5570	A				
USGS	04193500	2004-05-22	15000	A				
USGS	04193500	2004-05-23	22200	A				
USGS	04193500	2004-05-24	25900	A				
USGS	04193500	2004-05-25	25200	A				
USGS	04193500	2004-05-26	17600	A				
USGS	04193500	2004-05-27	10200	A				
USGS	04193500	2004-05-28	7720	A				
USGS	04193500	2004-05-29	5290	A				
USGS	04193500	2004-05-30	5220	A				
USGS	04193500	2004-05-31	16300	A				
USGS	04193500	2004-06-01	37600	A				
USGS	04193500	2004-06-02	33900	A				
USGS	04193500	2004-06-03	22600	A				
USGS	04193500	2004-06-04	12800	A				
USGS	04193500	2004-06-05	8250	A				
USGS	04193500	2004-06-06	5000	A				
USGS	04193500	2004-06-07	4090	A				
USGS	04193500	2004-06-08	3180	A				
USGS	04193500	2004-06-09	1630	A				
USGS	04193500	2004-06-10	1400	A				
USGS	04193500	2004-06-11	2720	A				
USGS	04193500	2004-06-12	15000	A				
USGS	04193500	2004-06-13	35600	A				
USGS	04193500	2004-06-14	46600	A				
USGS	04193500	2004-06-15	50400	A				
USGS	04193500	2004-06-16	49200	A				
USGS	04193500	2004-06-17	40100	A				
USGS	04193500	2004-06-18	28200	A				
USGS	04193500	2004-06-19	19700	A				
USGS	04193500	2004-06-20	13200	A				
USGS	04193500	2004-06-21	9690	A				
USGS	04193500	2004-06-22	7000	A				
USGS	04193500	2004-06-23	5560	A				
USGS	04193500	2004-06-24	4390	A				
USGS	04193500	2004-06-25	3340	A				
USGS	04193500	2004-06-26	2560	A				
USGS	04193500	2004-06-27	1930	A				
USGS	04193500	2004-06-28	1760	A				
USGS	04193500	2004-06-29	1640	A				
USGS	04193500	2004-06-30	1360	A				
USGS	04193500	2004-07-01	1280	A				
USGS	04193500	2004-07-02	1190	A				
USGS	04193500	2004-07-03	1020	A				
USGS	04193500	2004-07-04	1230	A				
USGS	04193500	2004-07-05	1330	A				
USGS	04193500	2004-07-06	1390	A				
USGS	04193500	2004-07-07	2380	A				
USGS	04193500	2004-07-08	1640	A				
USGS	04193500	2004-07-09	1770	A				
USGS	04193500	2004-07-10	1550	A				
USGS	04193500	2004-07-11	1210	A				
USGS	04193500	2004-07-12	1200	A				
USGS	04193500	2004-07-13	1400	A				
USGS	04193500	2004-07-14	1350	A				
USGS	04193500	2004-07-15	1430	A				
USGS	04193500	2004-07-16	916	A				
USGS	04193500	2004-07-17	1080	A				
USGS	04193500	2004-07-18	2300	A				
USGS	04193500	2004-07-19	2450	A				
USGS	04193500	2004-07-20	1520	A				
USGS	04193500	2004-07-21	1120	A				
USGS	04193500	2004-07-22	1110	A				
USGS	04193500	2004-07-23	6700	A				
USGS	04193500	2004-07-24	12000	A				
USGS	04193500	2004-07-25	6040	A				
USGS	04193500	2004-07-26	2790	A				
USGS	04193500	2004-07-27	2370	A				
USGS	04193500	2004-07-28	2460	A				
USGS	04193500	2004-07-29	2570	A				
USGS	04193500	2004-07-30	1720	A				
USGS	04193500	2004-07-31	2370	A				
USGS	04193500	2004-08-01	7630	A				
USGS	04193500	2004-08-02	6110	A				
USGS	04193500	2004-08-03	2650	A				
USGS	04193500	2004-08-04	2910	A				
USGS	04193500	2004-08-05	2350	A				
USGS	04193500	2004-08-06	5400	A				
USGS	04193500	2004-08-07	4360	A				
USGS	04193500	2004-08-08	2190	A				
USGS	04193500	2004-08-09	1580	A				
USGS	04193500	2004-08-10	1360	A				
USGS	04193500	2004-08-11	942	A				
USGS	04193500	2004-08-12	919	A				
USGS	04193500	2004-08-13	820	A				
USGS	04193500	2004-08-14	571	A				
USGS	04193500	2004-08-15	502	A				
USGS	04193500	2004-08-16	624	A				
USGS	04193500	2004-08-17	588	A				
USGS	04193500	2004-08-18	550	A				
USGS	04193500	2004-08-19	605	A				
USGS	04193500	2004-08-20	886	A				
USGS	04193500	2004-08-21	2610	A				
USGS	04193500	2004-08-22	5210	A				
USGS	04193500	2004-08-23	5450	A				
USGS	04193500	2004-08-24	3620	A				
USGS	04193500	2004-08-25	2090	A				
USGS	04193500	2004-08-26	1480	A				
USGS	04193500	2004-08-27	1480	A				
USGS	04193500	2004-08-28	4450	A				
USGS	04193500	2004-08-29	3750	A				
USGS	04193500	2004-08-30	9620	A				
USGS	04193500	2004-08-31	15500	A				
USGS	04193500	2004-09-01	8930	A				
USGS	04193500	2004-09-02	6880	A				
USGS	04193500	2004-09-03	4480	A				
USGS	04193500	2004-09-04	3310	A				
USGS	04193500	2004-09-05	9710	A				
USGS	04193500	2004-09-06	10300	A				
USGS	04193500	2004-09-07	7020	A				
USGS	04193500	2004-09-08	5840	A				
USGS	04193500	2004-09-09	5010	A				
USGS	04193500	2004-09-10	2270	A				
USGS	04193500	2004-09-11	1740	A				
USGS	04193500	2004-09-12	1270	A				
USGS	04193500	2004-09-13	922	A				
USGS	04193500	2004-09-14	984	A				
USGS	04193500	2004-09-15	763	A				
USGS	04193500	2004-09-16	667	A				
USGS	04193500	2004-09-17	576	A				
USGS	04193500	2004-09-18	779	A				
USGS	04193500	2004-09-19	624	A				
USGS	04193500	2004-09-20	617	A				
USGS	04193500	2004-09-21	519	A				
USGS	04193500	2004-09-22	438	A				
USGS	04193500	2004-09-23	446	A				
USGS	04193500	2004-09-24	463	A				
USGS	04193500	2004-09-25	432	A				
USGS	04193500	2004-09-26	397	A				
USGS	04193500	2004-09-27	408	A				
USGS	04193500	2004-09-28	378	A				
USGS	04193500	2004-09-29	524	A				
USGS	04193500	2004-09-30	670	A				
USGS	04193500	2004-10-01	1010	A				
USGS	04193500	2004-10-02	1090	A				
USGS	04193500	2004-10-03	772	A				
USGS	04193500	2004-10-04	493	A				
USGS	04193500	2004-10-05	421	A				
USGS	04193500	2004-10-06	436	A				
USGS	04193500	2004-10-07	513	A				
USGS	04193500	2004-10-08	421	A				
USGS	04193500	2004-10-09	357	A				
USGS	04193500	2004-10-10	240	A				
USGS	04193500	2004-10-11	259	A				
USGS	04193500	2004-10-12	306	A				
USGS	04193500	2004-10-13	353	A				
USGS	04193500	2004-10-14	578	A				
USGS	04193500	2004-10-15	594	A				
USGS	04193500	2004-10-16	678	A				
USGS	04193500	2004-10-17	456	A				
USGS	04193500	2004-10-18	276	A				
USGS	04193500	2004-10-19	519	A				
USGS	04193500	2004-10-20	1680	A				
USGS	04193500	2004-10-21	2240	A				
USGS	04193500	2004-10-22	1710	A				
USGS	04193500	2004-10-23	1050	A				
USGS	04193500	2004-10-24	1100	A				
USGS	04193500	2004-10-25	2650	A				
USGS	04193500	2004-10-26	2850	A				
USGS	04193500	2004-10-27	1510	A				
USGS	04193500	2004-10-28	1160	A				
USGS	04193500	2004-10-29	1090	A				
USGS	04193500	2004-10-30	1200	A				
USGS	04193500	2004-10-31	1200	A				
USGS	04193500	2004-11-01	1190	A				
USGS	04193500	2004-11-02	1220	A				
USGS	04193500	2004-11-03	1340	A				
USGS	04193500	2004-11-04	3790	A				
USGS	04193500	2004-11-05	5070	A				
USGS	04193500	2004-11-06	7270	A				
USGS	04193500	2004-11-07	4610	A				
USGS	04193500	2004-11-08	3720	A				
USGS	04193500	2004-11-09	2580	A				
USGS	04193500	2004-11-10	1910	A				
USGS	04193500	2004-11-11	1470	A				
USGS	04193500	2004-11-12	1380	A				
USGS	04193500	2004-11-13	1270	A				
USGS	04193500	2004-11-14	1190	A				
USGS	04193500	2004-11-15	1630	A				
USGS	04193500	2004-11-16	1470	A				
USGS	04193500	2004-11-17	685	A				
USGS	04193500	2004-11-18	598	A				
USGS	04193500	2004-11-19	689	A				
USGS	04193500	2004-11-20	2960	A				
USGS	04193500	2004-11-21	9790	A				
USGS	04193500	2004-11-22	8520	A				
USGS	04193500	2004-11-23	5130	A				
USGS	04193500	2004-11-24	4070	A				
USGS	04193500	2004-11-25	15700	A				
USGS	04193500	2004-11-26	26700	A				
USGS	04193500	2004-11-27	21000	A				
USGS	04193500	2004-11-28	17400	A				
USGS	04193500	2004-11-29	17600	A				
USGS	04193500	2004-11-30	12800	A				
USGS	04193500	2004-12-01	14000	A				
USGS	04193500	2004-12-02	17900	A				
USGS	04193500	2004-12-03	15000	A				
USGS	04193500	2004-12-04	10800	A				
USGS	04193500	2004-12-05	7590	A				
USGS	04193500	2004-12-06	6110	A				
USGS	04193500	2004-12-07	7080	A				
USGS	04193500	2004-12-08	22600	A				
USGS	04193500	2004-12-09	26500	A				
USGS	04193500	2004-12-10	18400	A				
USGS	04193500	2004-12-11	15900	A				
USGS	04193500	2004-12-12	16500	A				
USGS	04193500	2004-12-13	13700	A				
USGS	04193500	2004-12-14	10800	A				
USGS	04193500	2004-12-15	8260	A				
USGS	04193500	2004-12-16	7020	A				
USGS	04193500	2004-12-17	5510	A				
USGS	04193500	2004-12-18	3710	A				
USGS	04193500	2004-12-19	2330	A				
USGS	04193500	2004-12-20	2480	A				
USGS	04193500	2004-12-21	1940	A				
USGS	04193500	2004-12-22	1300	A:e				
USGS	04193500	2004-12-23	1100	A:e				
USGS	04193500	2004-12-24	960	A:e				
USGS	04193500	2004-12-25	900	A:e				
USGS	04193500	2004-12-26	1000	A:e				
USGS	04193500	2004-12-27	1100	A:e				
USGS	04193500	2004-12-28	1400	A:e				
USGS	04193500	2004-12-29	1600	A:e				
USGS	04193500	2004-12-30	2340	A				
USGS	04193500	2004-12-31	4170	A				
USGS	04193500	2005-01-01	17400	A				
USGS	04193500	2005-01-02	23500	A				
USGS	04193500	2005-01-03	26900	A				
USGS	04193500	2005-01-04	41300	A				
USGS	04193500	2005-01-05	47200	A				
USGS	04193500	2005-01-06	47300	A				
USGS	04193500	2005-01-07	42000	A:e				
USGS	04193500	2005-01-08	36000	A:e				
USGS	04193500	2005-01-09	30200	A				
USGS	04193500	2005-01-10	22700	A				
USGS	04193500	2005-01-11	18800	A				
USGS	04193500	2005-01-12	37000	A				
USGS	04193500	2005-01-13	72000	A				
USGS	04193500	2005-01-14	88200	A				
USGS	04193500	2005-01-15	81900	A				
USGS	04193500	2005-01-16	62700	A				
USGS	04193500	2005-01-17	41500	A				
USGS	04193500	2005-01-18	27500	A				
USGS	04193500	2005-01-19	21500	A				
USGS	04193500	2005-01-20	15900	A				
USGS	04193500	2005-01-21	10400	A				
USGS	04193500	2005-01-22	6830	A				
USGS	04193500	2005-01-23	5330	A				
USGS	04193500	2005-01-24	4440	A				
USGS	04193500	2005-01-25	2900	A:e				
USGS	04193500	2005-01-26	2900	A:e				
USGS	04193500	2005-01-27	3000	A:e				
USGS	04193500	2005-01-28	2600	A:e				
USGS	04193500	2005-01-29	2300	A:e				
USGS	04193500	2005-01-30	2100	A:e				
USGS	04193500	2005-01-31	2000	A:e				
USGS	04193500	2005-02-01	1800	A:e				
USGS	04193500	2005-02-02	1700	A:e				
USGS	04193500	2005-02-03	1700	A:e				
USGS	04193500	2005-02-04	1700	A:e				
USGS	04193500	2005-02-05	1700	A:e				
USGS	04193500	2005-02-06	1700	A:e				
USGS	04193500	2005-02-07	1730	A				
USGS	04193500	2005-02-08	7280	A				
USGS	04193500	2005-02-09	25300	A				
USGS	04193500	2005-02-10	40900	A				
USGS	04193500	2005-02-11	28400	A				
USGS	04193500	2005-02-12	18800	A				
USGS	04193500	2005-02-13	15400	A				
USGS	04193500	2005-02-14	20000	A				
USGS	04193500	2005-02-15	36200	A				
USGS	04193500	2005-02-16	37300	A				
USGS	04193500	2005-02-17	36100	A				
USGS	04193500	2005-02-18	28100	A				
USGS	04193500	2005-02-19	20400	A				
USGS	04193500	2005-02-20	14900	A				
USGS	04193500	2005-02-21	15500	A				
USGS	04193500	2005-02-22	22500	A				
USGS	04193500	2005-02-23	20300	A				
USGS	04193500	2005-02-24	15800	A				
USGS	04193500	2005-02-25	11400	A				
USGS	04193500	2005-02-26	8050	A				
USGS	04193500	2005-02-27	6440	A				
USGS	04193500	2005-02-28	5320	A				
USGS	04193500	2005-03-01	5250	A				
USGS	04193500	2005-03-02	4950	A				
USGS	04193500	2005-03-03	3770	A				
USGS	04193500	2005-03-04	3890	A				
USGS	04193500	2005-03-05	3560	A				
USGS	04193500	2005-03-06	5310	A				
USGS	04193500	2005-03-07	8990	A				
USGS	04193500	2005-03-08	10500	A				
USGS	04193500	2005-03-09	9320	A				
USGS	04193500	2005-03-10	7410	A				
USGS	04193500	2005-03-11	5610	A				
USGS	04193500	2005-03-12	5490	A				
USGS	04193500	2005-03-13	4910	A				
USGS	04193500	2005-03-14	4390	A				
USGS	04193500	2005-03-15	3930	A				
USGS	04193500	2005-03-16	2910	A				
USGS	04193500	2005-03-17	2550	A				
USGS	04193500	2005-03-18	2410	A				
USGS	04193500	2005-03-19	2620	A				
USGS	04193500	2005-03-20	3130	A				
USGS	04193500	2005-03-21	3080	A				
USGS	04193500	2005-03-22	3460	A				
USGS	04193500	2005-03-23	3840	A				
USGS	04193500	2005-03-24	3480	A				
USGS	04193500	2005-03-25	3930	A				
USGS	04193500	2005-03-26	4610	A				
USGS	04193500	2005-03-27	6860	A				
USGS	04193500	2005-03-28	7540	A				
USGS	04193500	2005-03-29	6590	A				
USGS	04193500	2005-03-30	5060	A				
USGS	04193500	2005-03-31	4000	A				
USGS	04193500	2005-04-01	3070	A				
USGS	04193500	2005-04-02	3310	A:e				
USGS	04193500	2005-04-03	4500	A:e				
USGS	04193500	2005-04-04	5600	A:e				
USGS	04193500	2005-04-05	6600	A:e				
USGS	04193500	2005-04-06	5630	A:e				
USGS	04193500	2005-04-07	4580	A				
USGS	04193500	2005-04-08	2560	A				
USGS	04193500	2005-04-09	2160	A				
USGS	04193500	2005-04-10	2080	A				
USGS	04193500	2005-04-11	2080	A				
USGS	04193500	2005-04-12	2270	A				
USGS	04193500	2005-04-13	2020	A				
USGS	04193500	2005-04-14	1800	A				
USGS	04193500	2005-04-15	1650	A:e				
USGS	04193500	2005-04-16	1800	A:e				
USGS	04193500	2005-04-17	1700	A:e				
USGS	04193500	2005-04-18	1600	A:e				
USGS	04193500	2005-04-19	1590	A:e				
USGS	04193500	2005-04-20	1570	A				
USGS	04193500	2005-04-21	1480	A				
USGS	04193500	2005-04-22	2920	A				
USGS	04193500	2005-04-23	5180	A				
USGS	04193500	2005-04-24	20000	A				
USGS	04193500	2005-04-25	29100	A				
USGS	04193500	2005-04-26	27900	A				
USGS	04193500	2005-04-27	27900	A				
USGS	04193500	2005-04-28	23300	A				
USGS	04193500	2005-04-29	17700	A				
USGS	04193500	2005-04-30	12600	A				
USGS	04193500	2005-05-01	9420	A				
USGS	04193500	2005-05-02	6560	A				
USGS	04193500	2005-05-03	5220	A				
USGS	04193500	2005-05-04	3790	A				
USGS	04193500	2005-05-05	3260	A				
USGS	04193500	2005-05-06	2620	A				
USGS	04193500	2005-05-07	2490	A				
USGS	04193500	2005-05-08	2210	A				
USGS	04193500	2005-05-09	2090	A				
USGS	04193500	2005-05-10	2070	A				
USGS	04193500	2005-05-11	1670	A				
USGS	04193500	2005-05-12	1600	A				
USGS	04193500	2005-05-13	1800	A				
USGS	04193500	2005-05-14	2110	A				
USGS	04193500	2005-05-15	2430	A				
USGS	04193500	2005-05-16	2730	A				
USGS	04193500	2005-05-17	2610	A				
USGS	04193500	2005-05-18	2220	A				
USGS	04193500	2005-05-19	2110	A				
USGS	04193500	2005-05-20	2990	A				
USGS	04193500	2005-05-21	4780	A				
USGS	04193500	2005-05-22	4330	A				
USGS	04193500	2005-05-23	4090	A				
USGS	04193500	2005-05-24	3480	A				
USGS	04193500	2005-05-25	3270	A				
USGS	04193500	2005-05-26	3760	A				
USGS	04193500	2005-05-27	3320	A				
USGS	04193500	2005-05-28	2960	A				
USGS	04193500	2005-05-29	2650	A				
USGS	04193500	2005-05-30	2610	A				
USGS	04193500	2005-05-31	2520	A				
USGS	04193500	2005-06-01	2140	A				
USGS	04193500	2005-06-02	2010	A				
USGS	04193500	2005-06-03	1830	A				
USGS	04193500	2005-06-04	2140	A				
USGS	04193500	2005-06-05	1860	A				
USGS	04193500	2005-06-06	1570	A				
USGS	04193500	2005-06-07	1230	A				
USGS	04193500	2005-06-08	1060	A				
USGS	04193500	2005-06-09	1350	A				
USGS	04193500	2005-06-10	1560	A				
USGS	04193500	2005-06-11	1100	A				
USGS	04193500	2005-06-12	1140	A				
USGS	04193500	2005-06-13	1240	A				
USGS	04193500	2005-06-14	1170	A				
USGS	04193500	2005-06-15	1630	A				
USGS	04193500	2005-06-16	1520	A				
USGS	04193500	2005-06-17	1380	A				
USGS	04193500	2005-06-18	1040	A				
USGS	04193500	2005-06-19	900	A				
USGS	04193500	2005-06-20	844	A				
USGS	04193500	2005-06-21	708	A				
USGS	04193500	2005-06-22	645	A				
USGS	04193500	2005-06-23	583	A				
USGS	04193500	2005-06-24	334	A				
USGS	04193500	2005-06-25	293	A				
USGS	04193500	2005-06-26	288	A				
USGS	04193500	2005-06-27	279	A				
USGS	04193500	2005-06-28	341	A				
USGS	04193500	2005-06-29	381	A				
USGS	04193500	2005-06-30	548	A				
USGS	04193500	2005-07-01	1340	A				
USGS	04193500	2005-07-02	867	A				
USGS	04193500	2005-07-03	930	A				
USGS	04193500	2005-07-04	1410	A				
USGS	04193500	2005-07-05	846	A				
USGS	04193500	2005-07-06	563	A				
USGS	04193500	2005-07-07	476	A				
USGS	04193500	2005-07-08	486	A				
USGS	04193500	2005-07-09	493	A				
USGS	04193500	2005-07-10	415	A				
USGS	04193500	2005-07-11	422	A				
USGS	04193500	2005-07-12	372	A				
USGS	04193500	2005-07-13	416	A				
USGS	04193500	2005-07-14	414	A				
USGS	04193500	2005-07-15	426	A				
USGS	04193500	2005-07-16	393	A				
USGS	04193500	2005-07-17	816	A				
USGS	04193500	2005-07-18	1720	A				
USGS	04193500	2005-07-19	2170	A				
USGS	04193500	2005-07-20	2040	A				
USGS	04193500	2005-07-21	1760	A				
USGS	04193500	2005-07-22	2240	A				
USGS	04193500	2005-07-23	1910	A				
USGS	04193500	2005-07-24	2500	A				
USGS	04193500	2005-07-25	1580	A				
USGS	04193500	2005-07-26	1080	A				
USGS	04193500	2005-07-27	2420	A				
USGS	04193500	2005-07-28	7050	A				
USGS	04193500	2005-07-29	5600	A				
USGS	04193500	2005-07-30	3440	A				
USGS	04193500	2005-07-31	2030	A				
USGS	04193500	2005-08-01	1430	A				
USGS	04193500	2005-08-02	1280	A				
USGS	04193500	2005-08-03	1230	A				
USGS	04193500	2005-08-04	825	A				
USGS	04193500	2005-08-05	391	A				
USGS	04193500	2005-08-06	383	A				
USGS	04193500	2005-08-07	371	A				
USGS	04193500	2005-08-08	336	A				
USGS	04193500	2005-08-09	333	A				
USGS	04193500	2005-08-10	390	A				
USGS	04193500	2005-08-11	398	A				
USGS	04193500	2005-08-12	500	A				
USGS	04193500	2005-08-13	381	A				
USGS	04193500	2005-08-14	364	A				
USGS	04193500	2005-08-15	442	A				
USGS	04193500	2005-08-16	811	A				
USGS	04193500	2005-08-17	876	A				
USGS	04193500	2005-08-18	483	A				
USGS	04193500	2005-08-19	477	A				
USGS	04193500	2005-08-20	520	A				
USGS	04193500	2005-08-21	446	A				
USGS	04193500	2005-08-22	260	A				
USGS	04193500	2005-08-23	274	A				
USGS	04193500	2005-08-24	277	A				
USGS	04193500	2005-08-25	222	A				
USGS	04193500	2005-08-26	259	A				
USGS	04193500	2005-08-27	248	A				
USGS	04193500	2005-08-28	226	A				
USGS	04193500	2005-08-29	191	A				
USGS	04193500	2005-08-30	186	A				
USGS	04193500	2005-08-31	291	A				
USGS	04193500	2005-09-01	341	A				
USGS	04193500	2005-09-02	1650	A				
USGS	04193500	2005-09-03	1690	A				
USGS	04193500	2005-09-04	771	A				
USGS	04193500	2005-09-05	609	A				
USGS	04193500	2005-09-06	417	A				
USGS	04193500	2005-09-07	326	A				
USGS	04193500	2005-09-08	476	A				
USGS	04193500	2005-09-09	360	A				
USGS	04193500	2005-09-10	289	A				
USGS	04193500	2005-09-11	241	A				
USGS	04193500	2005-09-12	203	A				
USGS	04193500	2005-09-13	212	A				
USGS	04193500	2005-09-14	337	A				
USGS	04193500	2005-09-15	235	A				
USGS	04193500	2005-09-16	311	A				
USGS	04193500	2005-09-17	336	A				
USGS	04193500	2005-09-18	428	A				
USGS	04193500	2005-09-19	989	A				
USGS	04193500	2005-09-20	809	A				
USGS	04193500	2005-09-21	364	A				
USGS	04193500	2005-09-22	279	A				
USGS	04193500	2005-09-23	977	A				
USGS	04193500	2005-09-24	2910	A				
USGS	04193500	2005-09-25	1920	A				
USGS	04193500	2005-09-26	5070	A				
USGS	04193500	2005-09-27	12100	A				
USGS	04193500	2005-09-28	12200	A				
USGS	04193500	2005-09-29	8550	A				
USGS	04193500	2005-09-30	5430	A				
USGS	04193500	2005-10-01	4350	A				
USGS	04193500	2005-10-02	2790	A				
USGS	04193500	2005-10-03	2110	A				
USGS	04193500	2005-10-04	1500	A				
USGS	04193500	2005-10-05	1280	A				
USGS	04193500	2005-10-06	1430	A				
USGS	04193500	2005-10-07	940	A				
USGS	04193500	2005-10-08	673	A				
USGS	04193500	2005-10-09	580	A				
USGS	04193500	2005-10-10	441	A				
USGS	04193500	2005-10-11	403	A				
USGS	04193500	2005-10-12	390	A				
USGS	04193500	2005-10-13	287	A				
USGS	04193500	2005-10-14	341	A				
USGS	04193500	2005-10-15	493	A				
USGS	04193500	2005-10-16	230	A				
USGS	04193500	2005-10-17	147	A				
USGS	04193500	2005-10-18	235	A				
USGS	04193500	2005-10-19	280	A				
USGS	04193500	2005-10-20	196	A				
USGS	04193500	2005-10-21	174	A				
USGS	04193500	2005-10-22	227	A				
USGS	04193500	2005-10-23	188	A				
USGS	04193500	2005-10-24	218	A				
USGS	04193500	2005-10-25	362	A				
USGS	04193500	2005-10-26	2160	A				
USGS	04193500	2005-10-27	3790	A				
USGS	04193500	2005-10-28	3810	A				
USGS	04193500	2005-10-29	2860	A				
USGS	04193500	2005-10-30	1650	A				
USGS	04193500	2005-10-31	1260	A				
USGS	04193500	2005-11-01	1020	A				
USGS	04193500	2005-11-02	866	A				
USGS	04193500	2005-11-03	873	A				
USGS	04193500	2005-11-04	840	A				
USGS	04193500	2005-11-05	652	A				
USGS	04193500	2005-11-06	848	A				
USGS	04193500	2005-11-07	359	A				
USGS	04193500	2005-11-08	850	A				
USGS	04193500	2005-11-09	775	A				
USGS	04193500	2005-11-10	513	A				
USGS	04193500	2005-11-11	458	A				
USGS	04193500	2005-11-12	703	A				
USGS	04193500	2005-11-13	1180	A				
USGS	04193500	2005-11-14	848	A				
USGS	04193500	2005-11-15	964	A				
USGS	04193500	2005-11-16	6540	A				
USGS	04193500	2005-11-17	16700	A				
USGS	04193500	2005-11-18	12900	A				
USGS	04193500	2005-11-19	8450	A				
USGS	04193500	2005-11-20	5860	A				
USGS	04193500	2005-11-21	4040	A				
USGS	04193500	2005-11-22	2860	A				
USGS	04193500	2005-11-23	2420	A				
USGS	04193500	2005-11-24	2730	A				
USGS	04193500	2005-11-25	1800	A				
USGS	04193500	2005-11-26	1570	A				
USGS	04193500	2005-11-27	1430	A				
USGS	04193500	2005-11-28	2390	A				
USGS	04193500	2005-11-29	14400	A				
USGS	04193500	2005-11-30	22800	A				
USGS	04193500	2005-12-01	17200	A				
USGS	04193500	2005-12-02	11900	A				
USGS	04193500	2005-12-03	8050	A				
USGS	04193500	2005-12-04	5830	A				
USGS	04193500	2005-12-05	4010	A				
USGS	04193500	2005-12-06	3500	A:e				
USGS	04193500	2005-12-07	2300	A:e				
USGS	04193500	2005-12-08	1800	A:e				
USGS	04193500	2005-12-09	1400	A:e				
USGS	04193500	2005-12-10	900	A:e				
USGS	04193500	2005-12-11	800	A:e				
USGS	04193500	2005-12-12	770	A:e				
USGS	04193500	2005-12-13	740	A:e				
USGS	04193500	2005-12-14	720	A:e				
USGS	04193500	2005-12-15	700	A:e				
USGS	04193500	2005-12-16	690	A:e				
USGS	04193500	2005-12-17	680	A:e				
USGS	04193500	2005-12-18	650	A:e				
USGS	04193500	2005-12-19	640	A:e				
USGS	04193500	2005-12-20	620	A:e				
USGS	04193500	2005-12-21	600	A:e				
USGS	04193500	2005-12-22	600	A:e				
USGS	04193500	2005-12-23	600	A:e				
USGS	04193500	2005-12-24	600	A:e				
USGS	04193500	2005-12-25	1430	A				
USGS	04193500	2005-12-26	5740	A				
USGS	04193500	2005-12-27	17200	A				
USGS	04193500	2005-12-28	27800	A				
USGS	04193500	2005-12-29	48100	A				
USGS	04193500	2005-12-30	53800	A				
USGS	04193500	2005-12-31	45200	A				
USGS	04193500	2006-01-01	36000	A				
